fips,county_name,dem_vote_count,rep_vote_count
26005,"Allegan County, Michigan",18080.0,28763.0
13141,"Hancock County, Georgia",2513.0,912.0
26007,"Alpena County, Michigan",5233.0,7638.0
26009,"Antrim County, Michigan",4975.0,7792.0
26011,"Arenac County, Michigan",2858.0,3307.0
26013,"Baraga County, Michigan",1309.0,1916.0
26015,"Barry County, Michigan",8730.0,16803.0
26017,"Bay County, Michigan",24523.0,18577.0
26019,"Benzie County, Michigan",4551.0,5127.0
26021,"Berrien County, Michigan",26679.0,33033.0
26023,"Branch County, Michigan",5097.0,9937.0
26025,"Calhoun County, Michigan",20857.0,26630.0
26027,"Cass County, Michigan",6756.0,11824.0
26029,"Charlevoix County, Michigan",5624.0,7901.000000000001
26031,"Cheboygan County, Michigan",4660.0,7739.000000000001
26033,"Chippewa County, Michigan",5575.0,8311.0
37107,"Lenoir County, North Carolina",9888.097758595743,13232.713935673515
26037,"Clinton County, Michigan",15507.0,19876.0
26039,"Crawford County, Michigan",2268.0,3912.0
26041,"Delta County, Michigan",6972.0,9351.0
26043,"Dickinson County, Michigan",4191.0,7123.999999999999
26045,"Eaton County, Michigan",25790.0,23956.0
26047,"Emmet County, Michigan",7756.0,10018.0
26049,"Genesee County, Michigan",102509.0,55850.00000000001
26051,"Gladwin County, Michigan",3499.0,7311.0
26053,"Gogebic County, Michigan",3171.0,3309.0
26055,"Grand Traverse County, Michigan",23648.0,24855.0
26057,"Gratiot County, Michigan",5186.0,8827.0
26059,"Hillsdale County, Michigan",5139.0,11470.0
26061,"Houghton County, Michigan",6477.0,7759.0
26063,"Huron County, Michigan",3652.0,8478.0
26065,"Ingham County, Michigan",80785.0,35085.0
26067,"Ionia County, Michigan",7805.0,14517.0
26069,"Iosco County, Michigan",5004.0,5794.0
26071,"Iron County, Michigan",2264.0,3106.0
26073,"Isabella County, Michigan",10452.0,11445.0
26075,"Jackson County, Michigan",26530.0,33653.0
31147,"Richardson County, Nebraska",757.0,2204.0
26079,"Kalkaska County, Michigan",2852.0,5406.0
26081,"Kent County, Michigan",127978.0,142266.0
26083,"Keweenaw County, Michigan",580.0,726.0
54061,"Monongalia County, West Virginia",16926.0,13980.0
26087,"Lapeer County, Michigan",12442.0,24697.0
26089,"Leelanau County, Michigan",7295.0,6816.0
26091,"Lenawee County, Michigan",17886.0,21908.0
26093,"Livingston County, Michigan",37773.0,56266.0
26095,"Luce County, Michigan",815.0,1554.0
26097,"Mackinac County, Michigan",2185.0,3476.0
42059,"Greene County, Pennsylvania",4718.0,6941.0
26099,"Macomb County, Michigan",169744.0,167881.0
26101,"Manistee County, Michigan",5257.0,6334.0
26103,"Marquette County, Michigan",16978.0,12753.0
26105,"Mason County, Michigan",5535.0,7815.000000000001
26107,"Mecosta County, Michigan",5734.0,9543.0
26109,"Menominee County, Michigan",3471.0,5243.0
26111,"Midland County, Michigan",14428.0,23469.0
26113,"Missaukee County, Michigan",1521.0,4943.0
26115,"Monroe County, Michigan",26592.0,34078.0
26117,"Montcalm County, Michigan",7811.0,14403.0
26119,"Montmorency County, Michigan",1471.0,3094.0000000000005
26121,"Muskegon County, Michigan",35685.0,30602.999999999996
22103,"St. Tammany Parish, Louisiana",22665.0,70352.0
26125,"Oakland County, Michigan",339867.0,236123.0
26127,"Oceana County, Michigan",4205.0,6218.0
26129,"Ogemaw County, Michigan",2827.0,5977.0
26131,"Ontonagon County, Michigan",1338.0,1786.0000000000002
26133,"Osceola County, Michigan",2560.0,6663.0
26135,"Oscoda County, Michigan",1155.0,2513.0
6053,"Monterey County, California",90402.0,42435.52207636232
