CONGRESS 2002 to 2010 in ALABAMA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Mississippi,N/A,2002,District 4,4,20020101,"34,373","Mertz, Karl Cleveland",Challenger,"121,742","Taylor, Gary Eugene",Incumbent,N/A,N/A,N/A,N/A,"5,753","87,369",D,.00,22.02,77.98,
,
,
,
CONGRESS 2002 to 2010 in MISSOURI
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Missouri,N/A,2010,District 1,1,20020101,"43,649","Hamlin, Robyn",Challenger,"135,907","Clay, William Lacy Jr.",Incumbent,N/A,N/A,N/A,N/A,"5,223","92,258",D,.00,24.31,75.69,
House,Missouri,N/A,2008,District 1,1,20020101,N/A,N/A,N/A,"242,570","Clay, William Lacy Jr.",Incumbent,N/A,N/A,N/A,N/A,"36,707","242,570",D,.00,.00,100.00,
House,Missouri,N/A,2006,District 1,1,20020101,"47,893","Byrne, Mark J.",Challenger,"141,574","Clay, William Lacy Jr.",Incumbent,N/A,N/A,N/A,N/A,"4,768","93,681",D,.00,25.28,74.72,
House,Missouri,N/A,2004,District 1,1,20020101,"64,791","Farr, Leslie L.",Challenger,"213,658","Clay, William Lacy Jr.",Incumbent,Libertarian,"3,937","Chadwick, Terry",Challenger,"1,385","148,867",D,1.39,23.27,76.73,"The other vote was: Rehbein, Robert (Constitution) 1,385"
House,Missouri,N/A,2002,District 1,1,20020101,"51,755","Schwadron, Richard",Challenger,"133,946","Clay, William Lacy Jr.",Incumbent,N/A,N/A,N/A,N/A,"5,354","82,191",D,.00,27.87,72.13,
House,Missouri,N/A,2010,District 2,2,20020101,"180,481","Akin, Todd",Incumbent,"77,467","Lieber, Arthur",Challenger,N/A,N/A,N/A,N/A,"7,684","103,014",R,.00,69.97,30.03,
House,Missouri,N/A,2008,District 2,2,20020101,"232,276","Akin, Todd",Incumbent,"132,068","Haas, William C.",Challenger,N/A,N/A,N/A,N/A,"8,628","100,208",R,.00,63.75,36.25,
House,Missouri,N/A,2006,District 2,2,20020101,"176,452","Akin, Todd",Incumbent,"105,242","Weber, George D.",Challenger,N/A,N/A,N/A,N/A,"5,923","71,210",R,.00,62.64,37.36,
House,Missouri,N/A,2004,District 2,2,20020101,"228,725","Akin, Todd",Incumbent,"115,366","Weber, George D.",Challenger,Libertarian,"4,822","Maloney, Darla R.",Challenger,954,"113,359",R,1.38,66.47,33.53,"The other vote was: Leefe, David (Constitution) 954"
House,Missouri,N/A,2002,District 2,2,20020101,"167,057","Akin, Todd",Incumbent,"77,223","Hogan, John",Challenger,N/A,N/A,N/A,N/A,"4,548","89,834",R,.00,68.39,31.61,
House,Missouri,N/A,2010,District 3,3,20020101,"94,757","Martin, Ed",Challenger,"99,398","Carnahan, Russ",Incumbent,N/A,N/A,N/A,N/A,"8,930","4,641",D,.00,48.80,51.20,
House,Missouri,N/A,2008,District 3,3,20020101,"92,759","Sander, Chris",Challenger,"202,470","Carnahan, Russ",Incumbent,N/A,N/A,N/A,N/A,"9,842","109,711",D,.00,31.42,68.58,
House,Missouri,N/A,2006,District 3,3,20020101,"70,189","Bertelsen, David",Challenger,"145,219","Carnahan, Russ",Incumbent,N/A,N/A,N/A,N/A,"6,040","75,030",D,.00,32.58,67.42,
House,Missouri,N/A,2004,District 3,3,20020101,"125,422","Federer, Bill",Challenger,"146,894","Carnahan, Russ",Challenger,Libertarian,"4,367","Babcock, Kevin C.",Challenger,"1,233","21,472",D,1.57,46.06,53.94,"The other vote was: Renaud, William J. (Constitution) 1,222; Badaracco, Joseph L. (Write-in) 11"
House,Missouri,N/A,2002,District 3,3,20020101,"80,551","Enz, Catherine S.",Challenger,"122,181","Gephardt, Richard A.",Incumbent,N/A,N/A,N/A,N/A,"4,146","41,630",D,.00,39.73,60.27,
House,Missouri,N/A,2010,District 4,4,20020101,"113,489","Hartzler, Vicky",Challenger,"101,532","Skelton, Ike",Incumbent,N/A,N/A,N/A,N/A,"10,035","11,957",R,.00,52.78,47.22,
House,Missouri,N/A,2008,District 4,4,20020101,"103,446","Parnell, Jeff",Challenger,"200,009","Skelton, Ike",Incumbent,N/A,N/A,N/A,N/A,N/A,"96,563",D,.00,34.09,65.91,
House,Missouri,N/A,2006,District 4,4,20020101,"69,254","Noland, James A.",Challenger,"159,303","Skelton, Ike",Incumbent,N/A,N/A,N/A,N/A,"6,968","90,049",D,.00,30.30,69.70,
House,Missouri,N/A,2004,District 4,4,20020101,"93,334","Noland, James A.",Challenger,"190,800","Skelton, Ike",Incumbent,Libertarian,"2,827","Lower, Billy G.",Challenger,"1,265","97,466",D,.98,32.85,67.15,"The other vote was: Lister, Raymond (Constitution) 1,265"
House,Missouri,N/A,2002,District 4,4,20020101,"64,451","Noland, James A.",Challenger,"142,204","Skelton, Ike",Incumbent,N/A,N/A,N/A,N/A,"3,583","77,753",D,.00,31.19,68.81,
House,Missouri,N/A,2010,District 5,5,20020101,"84,578","Turk, Jacob",Challenger,"102,076","Cleaver, Emanuel II",Incumbent,N/A,N/A,N/A,N/A,"4,769","17,498",D,.00,45.31,54.69,
House,Missouri,N/A,2008,District 5,5,20020101,"109,166","Turk, Jacob",Challenger,"197,249","Cleaver, Emanuel II",Incumbent,N/A,N/A,N/A,N/A,N/A,"88,083",D,.00,35.63,64.37,
House,Missouri,N/A,2006,District 5,5,20020101,"68,456","Turk, Jacob",Challenger,"136,149","Cleaver, Emanuel II",Incumbent,N/A,N/A,N/A,N/A,"7,314","67,693",D,.00,33.46,66.54,
House,Missouri,N/A,2002,District 5,5,20020101,"60,245","Gordon, Steve",Challenger,"122,645","McCarthy, Karen",Incumbent,N/A,N/A,N/A,N/A,"3,277","62,400",D,.00,32.94,67.06,
House,Missouri,N/A,2010,District 6,6,20020101,"154,103","Graves, Samuel B. Jr.",Incumbent,"67,762","Hylton, Clint",Challenger,N/A,N/A,N/A,N/A,47,"86,341",R,.00,69.46,30.54,
House,Missouri,N/A,2008,District 6,6,20020101,"196,526","Graves, Samuel B. Jr.",Incumbent,"121,894","Barnes, Kay",Challenger,N/A,N/A,N/A,N/A,"12,279","74,632",R,.00,61.72,38.28,
House,Missouri,N/A,2006,District 6,6,20020101,"150,882","Graves, Samuel B. Jr.",Incumbent,"87,477","Shettles, Sara Jo",Challenger,N/A,N/A,N/A,N/A,"6,436","63,405",R,.00,63.30,36.70,
House,Missouri,N/A,2004,District 5,5,20020101,"123,431","Patterson, Jeanne",Challenger,"161,727","Cleaver, Emanuel II",Challenger,Libertarian,"5,827","Bailie, Richard A.",Challenger,"2,040","38,296",D,1.99,43.29,56.71,"The other vote was: Rodenberg, Darin (Constitution) 2,040"
House,Missouri,N/A,2004,District 6,6,20020101,"196,516","Graves, Samuel B. Jr.",Incumbent,"106,987","Broomfield, Charles S.",Challenger,Libertarian,"4,352","Buck, Erik S.",Challenger,N/A,"89,529",R,1.41,64.75,35.25,
House,Missouri,N/A,2002,District 6,6,20020101,"131,151","Graves, Samuel B. Jr.",Incumbent,"73,202","Rinehart, Cathy",Challenger,N/A,N/A,N/A,N/A,"3,735","57,949",R,.00,64.18,35.82,
House,Missouri,N/A,2010,District 7,7,20020101,"141,010","Long, Billy",Challenger,"67,545","Eckersley, Scott",Challenger,N/A,N/A,N/A,N/A,"13,876","73,465",R,.00,67.61,32.39,
House,Missouri,N/A,2008,District 7,7,20020101,"219,016","Blunt, Roy",Incumbent,"91,010","Monroe, Richard",Challenger,N/A,N/A,N/A,N/A,"13,186","128,006",R,.00,70.64,29.36,
House,Missouri,N/A,2006,District 7,7,20020101,"160,942","Blunt, Roy",Incumbent,"72,592","Truman, Jack",Challenger,N/A,N/A,N/A,N/A,"7,589","88,350",R,.00,68.92,31.08,
House,Missouri,N/A,2004,District 7,7,20020101,"210,080","Blunt, Roy",Incumbent,"84,356","Newberry, James W.",Challenger,Libertarian,"2,767","Craig, Kevin",Challenger,"1,002","125,724",R,.93,71.35,28.65,"The other vote was: Alger, Steve W. (Constitution) 1,002"
House,Missouri,N/A,2002,District 7,7,20020101,"149,519","Blunt, Roy",Incumbent,"45,964","Lapham, Ron",Challenger,N/A,N/A,N/A,N/A,"4,380","103,555",R,.00,76.49,23.51,
House,Missouri,N/A,2010,District 8,8,20020101,"128,499","Emerson, Jo Ann",Incumbent,"56,377","Sowers, Tommy",Challenger,N/A,N/A,N/A,N/A,"11,123","72,122",R,.00,69.51,30.49,
House,Missouri,N/A,2008,District 8,8,20020101,"198,798","Emerson, Jo Ann",Incumbent,"72,790","Allen, Joe",Challenger,N/A,N/A,N/A,N/A,"6,700","126,008",R,.00,73.20,26.80,
House,Missouri,N/A,2006,District 8,8,20020101,"156,164","Emerson, Jo Ann",Incumbent,"57,557","Hambacker, Veronica J.",Challenger,N/A,N/A,N/A,N/A,"4,268","98,607",R,.00,73.07,26.93,
House,Missouri,N/A,2004,District 8,8,20020101,"194,039","Emerson, Jo Ann",Incumbent,"71,543","Henderson, Dean W.",Challenger,Libertarian,"1,810","Cuff, Stan",Challenger,"1,319","122,496",R,.67,73.06,26.94,"The other vote was: Davidson, Leonard J. (Constitution) 1,319"
House,Missouri,N/A,2002,District 8,8,20020101,"135,144","Emerson, Jo Ann",Incumbent,"50,686","Curtis, Gene",Challenger,N/A,N/A,N/A,N/A,"2,491","84,458",R,.00,72.72,27.28,
House,Missouri,N/A,2010,District 9,9,20020101,"162,724","Luetkemeyer, Blaine",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"47,634","162,724",R,.00,100.00,.00,
House,Missouri,N/A,2008,District 9,9,20020101,"161,031","Luetkemeyer, Blaine",Challenger,"152,956","Baker, Judy",Challenger,N/A,N/A,N/A,N/A,"8,108","8,075",R,.00,51.29,48.71,
House,Missouri,N/A,2006,District 9,9,20020101,"149,114","Hulshof, Kenny",Incumbent,"87,145","Burghard, Duane N.",Challenger,N/A,N/A,N/A,N/A,"6,412","61,969",R,.00,63.11,36.89,
House,Missouri,N/A,2004,District 9,9,20020101,"193,429","Hulshof, Kenny",Incumbent,"101,343","Jacobsen, Linda F.",Challenger,Libertarian,"3,228","Millay, Tamara A.",Challenger,"1,447","92,086",R,1.08,65.62,34.38,"The other vote was: Earl, Chris (Constitution) 1,447"
House,Missouri,N/A,2002,District 9,9,20020101,"146,032","Hulshof, Kenny",Incumbent,"61,126","Deichman, Donald M.",Challenger,N/A,N/A,N/A,N/A,"6,967","84,906",R,.00,70.49,29.51,
,
,
,
CONGRESS 2002 to 2010 in MONTANA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Montana,N/A,2010,At Large,1,19921231,"217,696","Rehberg, Dennis",Incumbent,"121,954","McDonald, Dennis",Challenger,N/A,N/A,N/A,N/A,"20,691","95,742",R,.00,64.09,35.91,
House,Montana,N/A,2008,At Large,1,19921231,"308,470","Rehberg, Dennis",Incumbent,"155,930","Driscoll, John",Challenger,N/A,N/A,N/A,N/A,"16,500","152,540",R,.00,66.42,33.58,
House,Montana,N/A,2006,At Large,1,19921231,"239,124","Rehberg, Dennis",Incumbent,"158,916","Lindeen, Monica",Challenger,N/A,N/A,N/A,N/A,"8,094","80,208",R,.00,60.08,39.92,
House,Montana,N/A,2004,At Large,1,19921231,"286,076","Rehberg, Dennis",Incumbent,"145,606","Velazquez, Tracy E.",Challenger,Libertarian,"12,548","Fellows, Mike",Challenger,N/A,"140,470",R,2.82,66.27,33.73,
House,Montana,N/A,2002,At Large,1,19921231,"214,100","Rehberg, Dennis",Incumbent,"108,233","Kelly, Steve",Challenger,N/A,N/A,N/A,N/A,"8,988","105,867",R,.00,66.42,33.58,
,
,
,
CONGRESS 2002 to 2010 in NEBRASKA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Nebraska,N/A,2010,District 1,1,20020101,"116,871","Fortenberry, Jeff",Incumbent,"47,106","Harper, Ivy",Challenger,N/A,N/A,N/A,N/A,N/A,"69,765",R,.00,71.27,28.73,
House,Nebraska,N/A,2008,District 1,1,20020101,"184,923","Fortenberry, Jeff",Incumbent,"77,897","Yashirin, Max",Challenger,N/A,N/A,N/A,N/A,N/A,"107,026",R,.00,70.36,29.64,
House,Nebraska,N/A,2006,District 1,1,20020101,"121,015","Fortenberry, Jeff",Incumbent,"86,360","Moul, Maxine B.",Challenger,N/A,N/A,N/A,N/A,N/A,"34,655",R,.00,58.36,41.64,
House,Nebraska,N/A,2004,District 1,1,20020101,"143,756","Fortenberry, Jeff",Challenger,"113,971","Connealy, Matt J.",Challenger,Green,"7,345","Larrick, Steven R.",Challenger,N/A,"29,785",R,2.77,55.78,44.22,
House,Nebraska,N/A,2002,District 1,1,20020101,"133,013","Bereuter, Douglas K.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"22,831","133,013",R,.00,100.00,.00,
House,Nebraska,N/A,2010,District 2,2,20020101,"93,840","Terry, Lee",Incumbent,"60,486","White, Tom",Challenger,N/A,N/A,N/A,N/A,N/A,"33,354",R,.00,60.81,39.19,
House,Nebraska,N/A,2008,District 2,2,20020101,"142,473","Terry, Lee",Incumbent,"131,901","Esch, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"10,572",R,.00,51.93,48.07,
House,Nebraska,N/A,2006,District 2,2,20020101,"99,475","Terry, Lee",Incumbent,"82,504","Esch, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"16,971",R,.00,54.66,45.34,
House,Nebraska,N/A,2004,District 2,2,20020101,"152,608","Terry, Lee",Incumbent,"90,292","Thompson, Nancy",Challenger,Libertarian,"4,656","Graziano, John J.",Challenger,"2,208","62,316",R,1.86,62.83,37.17,"The other vote was: Salvatierra, Dante G. (Green) 2,208"
House,Nebraska,N/A,2002,District 2,2,20020101,"89,917","Terry, Lee",Incumbent,"46,843","Simon, Jim",Challenger,N/A,N/A,N/A,N/A,"5,254","43,074",R,.00,65.75,34.25,
House,Nebraska,N/A,2010,District 3,3,20020101,"117,275","Smith, Adrian",Incumbent,"29,932","Davis, Rebekah",Challenger,N/A,N/A,N/A,N/A,"20,036","87,343",R,.00,79.67,20.33,
House,Nebraska,N/A,2008,District 3,3,20020101,"183,117","Smith, Adrian",Incumbent,"55,087","Stoddard, Jay C.",Challenger,N/A,N/A,N/A,N/A,N/A,"128,030",R,.00,76.87,23.13,
House,Nebraska,N/A,2006,District 3,3,20020101,"113,687","Smith, Adrian",Challenger,"93,046","Kleeb, Scott",Challenger,N/A,N/A,N/A,N/A,N/A,"20,641",R,.00,54.99,45.01,
House,Nebraska,N/A,2004,District 3,3,20020101,"218,751","Osborne, Tom",Incumbent,"26,434","Anderson, Donna J.",Challenger,Nebraska,"3,396","Rosberg, Joseph A.",Challenger,"1,555","192,317",R,1.36,89.22,10.78,"The other vote was: Guisinger, Roy A. (Green) 1,555"
House,Nebraska,N/A,2002,District 3,3,20020101,"163,939","Osborne, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"12,017","163,939",R,.00,100.00,.00,
,
,
,
CONGRESS 2002 to 2010 in NEVADA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Nevada,N/A,2010,District 1,1,20020101,"58,995","Wegner, Kenneth",Challenger,"103,246","Berkley, Shelley",Incumbent,N/A,N/A,N/A,N/A,"4,965","44,251",D,.00,36.36,63.64,
House,Nevada,N/A,2008,District 1,1,20020101,"64,837","Wegner, Kenneth",Challenger,"154,860","Berkley, Shelley",Incumbent,N/A,N/A,N/A,N/A,"9,225","90,023",D,.00,29.51,70.49,
House,Nevada,N/A,2006,District 1,1,20020101,"40,917","Wegner, Kenneth",Challenger,"85,025","Berkley, Shelley",Incumbent,N/A,N/A,N/A,N/A,"5,182","44,108",D,.00,32.49,67.51,
House,Nevada,N/A,2004,District 1,1,20020101,"63,005","Mickelson, Russ",Challenger,"133,569","Berkley, Shelley",Incumbent,Libertarian,"5,862","Duensing, Jim",Challenger,N/A,"70,564",D,2.90,32.05,67.95,
House,Nevada,N/A,2002,District 1,1,20020101,"51,148","Boggs-McDonald, Lynette Maria",Challenger,"64,312","Berkley, Shelley",Incumbent,N/A,N/A,N/A,N/A,"4,254","13,164",D,.00,44.30,55.70,
House,Nevada,N/A,2010,District 2,2,20020101,"169,458","Heller, Dean",Incumbent,"87,421","Price, Nancy",Challenger,N/A,N/A,N/A,N/A,"10,829","82,037",R,.00,65.97,34.03,
House,Nevada,N/A,2008,District 2,2,20020101,"170,771","Heller, Dean",Incumbent,"136,548","Derby, Jill",Challenger,N/A,N/A,N/A,N/A,"22,201","34,223",R,.00,55.57,44.43,
House,Nevada,N/A,2006,District 2,2,20020101,"117,168","Heller, Dean",Challenger,"104,593","Derby, Jill",Challenger,N/A,N/A,N/A,N/A,"10,963","12,575",R,.00,52.84,47.16,
House,Nevada,N/A,2004,District 2,2,20020101,"195,466","Gibbons, James A.",Incumbent,"79,978","Cochran, Angie G.",Challenger,Independent American,"10,638","Hansen, Janine",Challenger,"4,997","115,488",R,3.65,70.96,29.04,"The other vote was: Trainor, Brendan J. (Libertarian) 4,997"
House,Nevada,N/A,2002,District 2,2,20020101,"149,574","Gibbons, James A.",Incumbent,"40,189","Souza, Travis O.",Challenger,N/A,N/A,N/A,N/A,"11,437","109,385",R,.00,78.82,21.18,
House,Nevada,N/A,2010,District 3,3,20020101,"128,916","Heck, Joe",Challenger,"127,168","Titus, Dina",Incumbent,N/A,N/A,N/A,N/A,"11,790","1,748",R,.00,50.34,49.66,
House,Nevada,N/A,2008,District 3,3,20020101,"147,940","Porter, Jon",Incumbent,"165,912","Titus, Dina",Challenger,N/A,N/A,N/A,N/A,"35,960","17,972",D,.00,47.14,52.86,
House,Nevada,N/A,2006,District 3,3,20020101,"102,232","Porter, Jon",Incumbent,"98,261","Hafen, Tessa M.",Challenger,N/A,N/A,N/A,N/A,"10,486","3,971",R,.00,50.99,49.01,
House,Nevada,N/A,2004,District 3,3,20020101,"162,240","Porter, Jon",Incumbent,"120,365","Gallagher, Tom",Challenger,Libertarian,"9,260","Silvestri, Joseph",Challenger,"6,053","41,875",R,3.11,57.41,42.59,"The other vote was: O'Dell, Richard Wayne (Independent American) 6,053"
House,Nevada,N/A,2002,District 3,3,20020101,"100,378","Porter, Jon",Challenger,"66,659","Herrera, Dario",Challenger,N/A,N/A,N/A,N/A,"11,957","33,719",R,.00,60.09,39.91,
,
,
,
CONGRESS 2002 to 2010 in NEW HAMPSHIRE
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,New Hampshire,N/A,2010,District 1,1,20020101,"121,655","Guinta, Frank C.",Challenger,"95,503","Shea-Porter, Carol",Incumbent,N/A,N/A,N/A,N/A,"8,265","26,152",R,.00,56.02,43.98,
House,New Hampshire,N/A,2008,District 1,1,20020101,"156,338","Bradley, Jeb",Challenger,"176,435","Shea-Porter, Carol",Incumbent,N/A,N/A,N/A,N/A,"8,298","20,097",D,.00,46.98,53.02,
House,New Hampshire,N/A,2006,District 1,1,20020101,"95,527","Bradley, Jeb",Incumbent,"100,691","Shea-Porter, Carol",Challenger,N/A,N/A,N/A,N/A,159,"5,164",D,.00,48.68,51.32,
House,New Hampshire,N/A,2004,District 1,1,20020101,"204,836","Bradley, Jeb",Incumbent,"118,226","Nadeau, Justin",Challenger,Write-in,310,"Other/Unknown, NULL",Challenger,N/A,"86,610",R,.10,63.40,36.60,
House,New Hampshire,N/A,2002,District 1,1,20020101,"128,993","Bradley, Jeb",Challenger,"85,426","Clark, Martha Fuller",Challenger,N/A,N/A,N/A,N/A,"7,568","43,567",R,.00,60.16,39.84,
House,New Hampshire,N/A,2010,District 2,2,20020101,"108,610","Bass, Charles",Challenger,"105,060","Kuster, Ann McLane",Challenger,N/A,N/A,N/A,N/A,"10,993","3,550",R,.00,50.83,49.17,
House,New Hampshire,N/A,2008,District 2,2,20020101,"138,222","Horn, Jennifer",Challenger,"188,332","Hodes, Paul W.",Incumbent,N/A,N/A,N/A,N/A,"7,350","50,110",D,.00,42.33,57.67,
House,New Hampshire,N/A,2006,District 2,2,20020101,"94,088","Bass, Charles",Incumbent,"108,743","Hodes, Paul W.",Challenger,N/A,N/A,N/A,N/A,"3,461","14,655",D,.00,46.39,53.61,
House,New Hampshire,N/A,2004,District 2,2,20020101,"191,188","Bass, Charles",Incumbent,"125,280","Hodes, Paul W.",Challenger,Libertarian,"11,311","Kahn, Richard B.",Challenger,415,"65,908",R,3.45,60.41,39.59,
House,New Hampshire,N/A,2002,District 2,2,20020101,"125,804","Bass, Charles",Incumbent,"90,479","Swett, Katrina",Challenger,N/A,N/A,N/A,N/A,"5,173","35,325",R,.00,58.17,41.83,
,
,
,
CONGRESS 2002 to 2010 in NEW JERSEY
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,New Jersey,N/A,2010,District 1,1,20020101,"58,562","Glading, Dale M.",Challenger,"106,334","Andrews, Robert E.",Incumbent,N/A,N/A,N/A,N/A,"3,371","47,772",D,.00,35.51,64.49,
House,New Jersey,N/A,2008,District 1,1,20020101,"74,001","Glading, Dale M.",Challenger,"206,453","Andrews, Robert E.",Incumbent,N/A,N/A,N/A,N/A,"4,703","132,452",D,.00,26.39,73.61,
House,New Jersey,N/A,2006,District 1,1,20020101,N/A,N/A,N/A,"140,110","Andrews, Robert E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"140,110",D,.00,.00,100.00,
House,New Jersey,N/A,2004,District 1,1,20020101,"66,109","Hutchison, S. Daniel",Challenger,"201,163","Andrews, Robert E.",Incumbent,E Pluribus Unum,931,"Croce, Arturo Fulvio",Challenger,N/A,"135,054",D,.35,24.73,75.27,
House,New Jersey,N/A,2002,District 1,1,20020101,N/A,N/A,N/A,"121,846","Andrews, Robert E.",Challenger,N/A,N/A,N/A,N/A,"9,543","121,846",D,.00,.00,100.00,
House,New Jersey,N/A,2010,District 2,2,20020101,"109,460","LoBiondo, Frank A.",Incumbent,"51,690","Stein, Gary",Challenger,N/A,N/A,N/A,N/A,"5,970","57,770",R,.00,67.92,32.08,
House,New Jersey,N/A,2008,District 2,2,20020101,"167,701","LoBiondo, Frank A.",Incumbent,"110,990","Kurkowski, David",Challenger,N/A,N/A,N/A,N/A,"5,274","56,711",R,.00,60.17,39.83,
House,New Jersey,N/A,2006,District 2,2,20020101,"111,245","LoBiondo, Frank A.",Incumbent,"64,279","Thomas-Hughes, Viola",Challenger,N/A,N/A,N/A,N/A,"5,051","46,966",R,.00,63.38,36.62,
House,New Jersey,N/A,2004,District 2,2,20020101,"172,779","LoBiondo, Frank A.",Incumbent,"86,792","Robb, Timothy J.",Challenger,Jobs Equality Business,"1,993","Norwood, Willie",Challenger,"3,878","85,987",R,.75,66.56,33.44,"The other vote was: Matthews, Michael J. (Libertarian) 1,767; Alcantara, Jose David (Green) 1,516; Rozzo, Costantino (Socialist) 595"
House,New Jersey,N/A,2002,District 2,2,20020101,"116,834","LoBiondo, Frank A.",Incumbent,"47,735","Farkas, Steven A.",Challenger,N/A,N/A,N/A,N/A,"4,230","69,099",R,.00,70.99,29.01,
House,New Jersey,N/A,2010,District 3,3,20020101,"110,215","Runyan, Jon",Challenger,"104,252","Adler, John",Incumbent,N/A,N/A,N/A,N/A,"5,842","5,963",R,.00,51.39,48.61,
House,New Jersey,N/A,2008,District 3,3,20020101,"153,122","Myers, Chris",Challenger,"166,390","Adler, John",Challenger,N/A,N/A,N/A,N/A,N/A,"13,268",D,.00,47.92,52.08,
House,New Jersey,N/A,2006,District 3,3,20020101,"122,559","Saxton, H. James",Incumbent,"86,113","Sexton, Rich",Challenger,N/A,N/A,N/A,N/A,"1,179","36,446",R,.00,58.73,41.27,
House,New Jersey,N/A,2004,District 3,3,20020101,"195,938","Saxton, H. James",Incumbent,"107,034","Conaway, Herbert C.",Challenger,Marijuana,"4,914","Forchion, R. Edward",Challenger,976,"88,904",R,1.59,64.67,35.33,"The other vote was: Orland, Frank (Libertarian) 976"
House,New Jersey,N/A,2002,District 3,3,20020101,"123,375","Saxton, H. James",Incumbent,"64,364","Strada, Richard",Challenger,N/A,N/A,N/A,N/A,"2,000","59,011",R,.00,65.72,34.28,
House,New Jersey,N/A,2010,District 4,4,20020101,"129,752","Smith, Christopher H.",Incumbent,"52,118","Kleinhendler, Howard",Challenger,N/A,N/A,N/A,N/A,"5,068","77,634",R,.00,71.34,28.66,
House,New Jersey,N/A,2008,District 4,4,20020101,"202,972","Smith, Christopher H.",Incumbent,"100,036","Zeitz, Joshua M.",Challenger,N/A,N/A,N/A,N/A,"3,543","102,936",R,.00,66.99,33.01,
House,New Jersey,N/A,2006,District 4,4,20020101,"124,482","Smith, Christopher H.",Incumbent,"62,905","Gay, Carol E.",Challenger,N/A,N/A,N/A,N/A,"2,153","61,577",R,.00,66.43,33.57,
House,New Jersey,N/A,2004,District 4,4,20020101,"192,671","Smith, Christopher H.",Incumbent,"92,826","Vasquez, Amy",Challenger,Libertarian,"2,056","Edgar, Richard",Challenger,N/A,"99,845",R,.71,67.49,32.51,
House,New Jersey,N/A,2002,District 4,4,20020101,"115,293","Smith, Christopher H.",Incumbent,"55,967","Brennan, Mary",Challenger,N/A,N/A,N/A,N/A,"3,041","59,326",R,.00,67.32,32.68,
House,New Jersey,N/A,2010,District 5,5,20020101,"124,030","Garrett, Scott",Incumbent,"62,634","Theise, Tod",Challenger,N/A,N/A,N/A,N/A,"4,329","61,396",R,.00,66.45,33.55,
House,New Jersey,N/A,2008,District 5,5,20020101,"172,653","Garrett, Scott",Incumbent,"131,033","Shulman, Dennis",Challenger,N/A,N/A,N/A,N/A,"5,321","41,620",R,.00,56.85,43.15,
House,New Jersey,N/A,2006,District 5,5,20020101,"112,142","Garrett, Scott",Incumbent,"89,503","Aronsohn, Paul",Challenger,N/A,N/A,N/A,N/A,"2,597","22,639",R,.00,55.61,44.39,
